x,y
0.8521031222662713,6.1302578056656785
0.6309219899845755,5.5773049749614385
0.8532992575017331,6.133248143754333
0.6562364837215672,5.640591209303918
0.7006920149403018,5.751730037350754
0.9437734369476657,6.3594335923691645
0.1303019939151081,4.32575498478777
0.660397464272618,5.650993660681545
0.39225608329782513,4.980640208244563
0.7730323806614636,5.932580951653659
0.6993741635507859,5.748435408876965
0.3355028482629334,4.838757120657333
0.7777426955915523,5.944356738978881
0.13054733681427233,4.326368342035681
0.25373184335045806,4.634329608376145
0.795165002992007,5.987912507480018
0.7659096292358207,5.914774073089552
0.7878534434198352,5.969633608549588
0.06912260568090678,4.172806514202267
0.17578317697551926,4.439457942438798
0.741750552861692,5.85437638215423
0.8636300099166488,6.159075024791623
0.5649345937304435,5.412336484326109
0.3739876039158445,4.9349690097896115
0.9705731951258915,6.426432987814729
0.5666265755898384,5.416566438974596
0.1026777838158629,4.256694459539657
0.27071154484333604,4.67677886210834
0.9124636553553198,6.2811591383883
0.9546854943357289,6.386713735839322
0.7019188221706085,5.754797055426521
0.7539090658046659,5.884772664511665
0.5813714055193067,5.453428513798267
0.6904456579628969,5.726114144907243
0.14515972881723793,4.362899322043095
0.27402253274799127,4.685056331869978
0.5685798654317775,5.421449663579444
0.3970915659363051,4.992728914840763
0.7908424567693801,5.97710614192345
0.4980397018304271,5.2450992545760675
0.3512605442514215,4.878151360628554
0.30567978779101657,4.764199469477541
0.2824362329407971,4.706090582351993
0.6435227719676686,5.608806929919171
0.19340262581129564,4.4835065645282395
0.18863620073165777,4.471590501829144
0.6757495438889903,5.689373859722476
0.0630223087182159,4.15755577179554
0.2922923164688378,4.730730791172094
0.5623545338349585,5.405886334587397
0.7158068710884028,5.789517177721007
0.666827953892543,5.667069884731358
0.07317183750943101,4.1829295937735775
0.654772967563067,5.6369324189076675
0.3565308034064414,4.891327008516104
0.21386369034561714,4.534659225864043
0.1578918448991865,4.394729612247966
0.460753511409832,5.15188377852458
0.60530384063832,5.5132596015958
0.07608601726386022,4.19021504315965
0.2965368507231576,4.741342126807894
0.667765773665791,5.669414434164477
0.5175945391730441,5.29398634793261
0.6204252377868301,5.551063094467075
0.19734839334261933,4.493370983356549
0.5864891090429855,5.4662227726074635
0.4708800852471968,5.177200213117992
0.1880661572818032,4.470165393204508
0.45323688960493813,5.133092224012345
0.6801459399711272,5.7003648499278174
0.004447585174065294,4.011118962935163
0.76139349404626,5.90348373511565
0.04131049454537661,4.103276236363442
0.5553835941886336,5.388458985471583
0.8210936952000237,6.05273423800006
0.21014569055740284,4.525364226393507
0.5538555363679064,5.3846388409197665
0.01653495202683175,4.0413373800670795
0.6637355540488328,5.659338885122082
0.7742519034899824,5.935629758724956
0.27942945869902147,4.698573646747554
0.1760327496765426,4.440081874191357
0.068597009612833,4.171492524032082
0.31348076593017427,4.783701914825436
0.006505417415974324,4.016263543539936
0.3094622984023553,4.773655746005888
0.203523019180882,4.508807547952205
0.9837588139410272,6.459397034852568
0.8022348776567957,6.00558719414199
0.3823298646538582,4.9558246616346455
0.702243276739764,5.75560819184941
0.6888388115114241,5.72209702877856
0.07194196092665661,4.179854902316642
0.09240829284736762,4.231020732118419
0.4021698454916396,5.005424613729099
0.4464173680568575,5.116043420142144
0.17458030342281217,4.43645075855703
0.6018877085414425,5.504719271353606
0.2639287417502343,4.659821854375585
0.08693287643337255,4.217332191083432
